Database	TOTAL
Pronunciation types	28754
Pronunciation tokens	690110
ORTHOGRAPHY	PRONUNCIATION	COUNT	P(P|W)
achtundzwanzigste	QaxtUnsvantsICst@	4	9.090909e-02
achtundzwanzigste	axtnsvantsIkst@	3	6.818182e-02
achtundzwanzigste	QaxtUnsvansICst@	2	4.545455e-02
achtundzwanzigste	axtnsvansIst@	2	4.545455e-02
achtundzwanzigste	QaxtUnsvantsIs	1	2.272727e-02
achtundzwanzigste	QaxtUnsvantsIst@	3	6.818182e-02
achtundzwanzigste	QaxtnsvansIst@	1	2.272727e-02
achtundzwanzigste	QaxtUnsvantsIkst@	3	6.818182e-02
achtundzwanzigste	axtUnsvansst	1	2.272727e-02
achtundzwanzigste	axtnsvansIkst@	1	2.272727e-02
achtundzwanzigste	axtUnsvantsIst@	3	6.818182e-02
achtundzwanzigste	axtnsvansIs	1	2.272727e-02
achtundzwanzigstem	QaxtUnsvanzIst@m	1	1.000000e+00
achtundzwanzigsten	axtUnsvantsIst@n	6	1.744186e-02
achtundzwanzigsten	QaxtUnttsvantsICstn	2	5.813953e-03
achtundzwanzigsten	axtUnsvantsIsn	2	5.813953e-03
achtundzwanzigsten	QaxtUnttsvantsIstn	1	2.906977e-03
achtundzwanzigsten	QaxtUnsvantsIstm	1	2.906977e-03
achtundzwanzigsten	QaxtnsvansICstn	1	2.906977e-03
achtundzwanzigsten	QaxtUnsvantsIstn	13	3.779070e-02
achtundzwanzigsten	axtnsvanzIstn	3	8.720930e-03
achtundzwanzigsten	QaxtUnsvantsIst@n	8	2.325581e-02
achtundzwanzigsten	axtnsvantsstn	2	5.813953e-03
achtundzwanzigsten	QaxtnsvansIkstn	2	5.813953e-03
achtundzwanzigsten	QaxtUnsvantsICsn	3	8.720930e-03
achtundzwanzigsten	QaxtUnsva:ntsIstn	1	2.906977e-03
achtundzwanzigsten	QaxtUnsvanzIst@n	1	2.906977e-03
achtundzwanzigsten	axtnsvansIstn	6	1.744186e-02
achtundzwanzigsten	axtUnsvantsIksn	4	1.162791e-02
achtundzwanzigsten	QaxtUnsvantsICst	1	2.906977e-03
achtundzwanzigsten	xtUnttsvanzIst@n	1	2.906977e-03
achtundzwanzigsten	axtUnsvansIkstn	1	2.906977e-03
achtundzwanzigsten	QaxtUnsvansICsn	2	5.813953e-03
achtundzwanzigsten	QaxtUnsvantsIkst@n	8	2.325581e-02
achtundzwanzigsten	axtnsvantsIst@n	3	8.720930e-03
achtundzwanzigsten	QaxtUnsvansICst	1	2.906977e-03
achtundzwanzigsten	QaxtUnsvansIzn	1	2.906977e-03
achtundzwanzigsten	axtnsvassn	1	2.906977e-03
achtundzwanzigsten	axtnsvanzICstn	3	8.720930e-03
achtundzwanzigsten	QaxtUnsvantsICst@n	8	2.325581e-02
achtundzwanzigsten	axtUnsvansICstn	3	8.720930e-03
achtundzwanzigsten	axtnsvanzIkstn	1	2.906977e-03
achtundzwanzigsten	QaxtUnsvansIstn	9	2.616279e-02
achtundzwanzigsten	Qaxtnsasst	1	2.906977e-03
achtundzwanzigsten	QaxtnttsvansIstn	2	5.813953e-03
achtundzwanzigsten	axtUnsvantsICstn	11	3.197674e-02
achtundzwanzigsten	axtUnsvantsIkstm	1	2.906977e-03
achtundzwanzigsten	axtnsvantsIsn	2	5.813953e-03
achtundzwanzigsten	axtnsvantsICstn	8	2.325581e-02
achtundzwanzigsten	axtUnsvantsIkstn	8	2.325581e-02
achtundzwanzigsten	QaxtUnsvantsIsn	2	5.813953e-03
achtundzwanzigsten	axtnsvantsIkstn	6	1.744186e-02
achtundzwanzigsten	QaxtnsvansIksn	1	2.906977e-03
achtundzwanzigsten	QaxtnttsvantsICst@n	1	2.906977e-03
achtundzwanzigsten	QaxtUnsvantsICstn	14	4.069767e-02
achtundzwanzigsten	QaxtnsvantsIstn	10	2.906977e-02
achtundzwanzigsten	QaxtUnsvanzICstn	3	8.720930e-03
achtundzwanzigsten	axtnsvansIzn	1	2.906977e-03
achtundzwanzigsten	QaxtUnsvantsIkstn	19	5.523256e-02
achtundzwanzigsten	axtQUnsvantsIstn	2	5.813953e-03
achtundzwanzigsten	QaxtnsvanzIst@n	1	2.906977e-03
achtundzwanzigsten	axtUnsvantsIstn	14	4.069767e-02
achtundzwanzigsten	QaxtnsvansICst@N	1	2.906977e-03
achtundzwanzigsten	axtUnsvantsICst@n	7	2.034884e-02
achtundzwanzigsten	axtnsvansstn	2	5.813953e-03
achtundzwanzigsten	QaxtnsvanzIstn	1	2.906977e-03
achtundzwanzigsten	axtUnttsvantsIkst@n	1	2.906977e-03
achtundzwanzigsten	axtUnsvantsIkst@n	12	3.488372e-02
achtundzwanzigsten	QaxtUnttsvansIstn	1	2.906977e-03
achtundzwanzigsten	axtnsvanzIzn	2	5.813953e-03
achtundzwanzigsten	QaxtnsvanzIkstn	1	2.906977e-03
achtundzwanzigsten	axtnsvansIst@n	3	8.720930e-03
achtundzwanzigsten	QaxtUnttsvantsIkst@n	3	8.720930e-03
achtundzwanzigsten	axtUnttsvantsICst@n	1	2.906977e-03
achtundzwanzigsten	QaxtnsvansIkst@n	1	2.906977e-03
achtundzwanzigsten	QaxtnsvansIstn	5	1.453488e-02
achtundzwanzigsten	QaxtnsvanzICstn	2	5.813953e-03
achtundzwanzigsten	axtUtsvansIkstn	1	2.906977e-03
achtundzwanzigsten	axtUtsvantsIkst@	1	2.906977e-03
achtundzwanzigsten	QaxtUnsvansIst@n	1	2.906977e-03
achtundzwanzigsten	axtnsvantsIksn	2	5.813953e-03
achtundzwanzigsten	axtnsvansIsn	1	2.906977e-03
achtundzwanzigsten	QaxtUnsvantssn	1	2.906977e-03
achtundzwanzigsten	QaxtUnsvanzIsn	1	2.906977e-03
achtundzwanzigsten	QaxtnsvantsIsn	2	5.813953e-03
achtundzwanzigsten	axtnsvansIkstn	2	5.813953e-03
achtundzwanzigsten	QaxtUnttsvansICstn	1	2.906977e-03
achtundzwanzigsten	QaxtUnsvantsIksn	2	5.813953e-03
achtundzwanzigsten	haxtnsvantsICstn	1	2.906977e-03
achtundzwanzigsten	QaxtUnsva:ntsICstn	1	2.906977e-03
achtundzwanzigsten	axtnsvansICstn	2	5.813953e-03
achtundzwanzigsten	axtQUnttsvantsIst@n	1	2.906977e-03
achtundzwanzigsten	QaxtnsvansIst@n	1	2.906977e-03
achtundzwanzigsten	QaxtUnsvanzIksn	1	2.906977e-03
achtundzwanzigsten	axtnsvanzIsn	1	2.906977e-03
achtundzwanzigsten	Qaxtnttsvansst	2	5.813953e-03
achtundzwanzigsten	axtUnsvanzIstn	2	5.813953e-03
achtundzwanzigsten	QaxtUnsva:nsIkstn	1	2.906977e-03
achtundzwanzigsten	axtUnsvansIstn	8	2.325581e-02
achtundzwanzigsten	QaxtnttsvantsIkstn	2	5.813953e-03
achtundzwanzigsten	axtUnsvansICst@n	2	5.813953e-03
achtundzwanzigsten	axtUnsvanzIzn	1	2.906977e-03
achtundzwanzigsten	QaxtnsvantsIkst@n	2	5.813953e-03
achtundzwanzigsten	axtUnsvansIkst@n	2	5.813953e-03
achtundzwanzigsten	axtnsvantsICst@n	3	8.720930e-03
achtundzwanzigsten	QaxtUnsvansICstn	5	1.453488e-02
achtundzwanzigsten	QaxtUnsvansICst@n	2	5.813953e-03
achtundzwanzigsten	QaxtUnttsvantsIkstn	4	1.162791e-02
achtundzwanzigsten	QaxtUnsvansIkstn	1	2.906977e-03
achtundzwanzigsten	axtnsvantsIstn	17	4.941860e-02
achtundzwanzigsten	axtQUnsvansIst@n	1	2.906977e-03
achtundzwanzigsten	QaxtnsvansIsn	1	2.906977e-03
achtundzwanzigsten	QaxtUnsvansIkst@n	1	2.906977e-03
achtundzwanzigsten	QaxtnsvantsICstn	2	5.813953e-03
achtundzwanzigsten	QaxtnttsvantsICstn	1	2.906977e-03
achtundzwanzigsten	axtnsvanzICsn	2	5.813953e-03
achtundzwanzigsten	axtUnsvansIst@n	2	5.813953e-03
achtundzwanzigsten	QaxtnsvantsIkstn	6	1.744186e-02
achtundzwanzigsten	axtnsvantsIzn	2	5.813953e-03
achtundzwanzigster	QaxtnsvanzIst6	2	2.380952e-02
achtundzwanzigster	axtnsvanss6	1	1.190476e-02
achtundzwanzigster	Qaxtnsvantsst6	1	1.190476e-02
achtundzwanzigster	QaxtUtsvantsIst6	2	2.380952e-02
achtundzwanzigster	axtUtsvansICst6	1	1.190476e-02
achtundzwanzigster	QaxtnsvansIst6	1	1.190476e-02
achtundzwanzigster	axtUtsvansIkst6	1	1.190476e-02
achtundzwanzigster	axtnsvansIs6	1	1.190476e-02
achtundzwanzigster	QaxtUnsvanzIs6	2	2.380952e-02
achtundzwanzigster	axtUnsvanzIst6	1	1.190476e-02
achtundzwanzigster	axtUnsvansIst6	3	3.571429e-02
achtundzwanzigster	QaxtUnsvansICst6	3	3.571429e-02
achtundzwanzigster	QaxtUnsvansIkst6	1	1.190476e-02
achtundzwanzigster	axtnsvantsIst6	6	7.142857e-02
achtundzwanzigster	QaxtnttsvantsICst6	1	1.190476e-02
achtundzwanzigster	QaxtnsvantsICst6	3	3.571429e-02
achtundzwanzigster	QaxtnsvantsIkst6	1	1.190476e-02
achtundzwanzigster	axtUnsvantsIs6	2	2.380952e-02
achtundzwanzigster	QaxtUnttsvantsIst6	1	1.190476e-02
achtundzwanzigster	QaxtUnsvantsIst6	5	5.952381e-02
achtundzwanzigster	QaxtUtsvantsIkst6	1	1.190476e-02
achtundzwanzigster	axtnsvanzIst6	4	4.761905e-02
achtundzwanzigster	QaxtUnsvantsst6	1	1.190476e-02
achtundzwanzigster	axtnsvansIst6	2	2.380952e-02
achtundzwanzigster	QaxtUnsvanzIst6	1	1.190476e-02
achtundzwanzigster	QaxtnsvanzIs6	1	1.190476e-02
achtundzwanzigster	Qaxtnsvasst6	1	1.190476e-02
achtundzwanzigster	axtUnsvansIkst6	1	1.190476e-02
achtundzwanzigster	xtnsvantsICst6	1	1.190476e-02
achtundzwanzigster	QaxtUtsvantsICst6	1	1.190476e-02
achtundzwanzigster	axtnsvanzICst6	1	1.190476e-02
achtundzwanzigster	axtUnsvansICst6	2	2.380952e-02
achtundzwanzigster	QaxtUnsvansIst6	4	4.761905e-02
achtundzwanzigster	axtUnsvantsICst6	4	4.761905e-02
achtundzwanzigster	axtUnsvantsIkst6	6	7.142857e-02
achtundzwanzigster	QaxtUnttsvanzICst6	1	1.190476e-02
achtundzwanzigster	QaxtUnsvantsICst6	2	2.380952e-02
achtundzwanzigster	QaxtnsvantsIst6	3	3.571429e-02
achtundzwanzigster	QaxtUnsvanzICst6	1	1.190476e-02
achtundzwanzigster	QaxtUnsvantsIkst6	3	3.571429e-02
achtundzwanzigster	QaxtUnsvanzIkst6	1	1.190476e-02
achtundzwanzigster	axtUnsvantsIst6	3	3.571429e-02
Achtung	QaxtUN	1	5.000000e-01
Achtung	axtUN	1	5.000000e-01
achtzehn	xttsEn	1	2.801120e-03
achtzehn	axttsEn	2	5.602241e-03
achtzehn	axttsn	35	9.803922e-02
achtzehn	axtsEn	1	2.801120e-03
achtzehn	QaxttsEn	1	2.801120e-03
achtzehn	Qaxts@n	1	2.801120e-03
achtzehn	axtse:N	3	8.403361e-03
achtzehn	Qaxtse:N	1	2.801120e-03
achtzehn	Qaxtsn	1	2.801120e-03
achtzehn	axttse:N	1	2.801120e-03
achtzehn	haxtsn	1	2.801120e-03
achtzehn	haxts@n	1	2.801120e-03
achtzehn	haxtse:N	2	5.602241e-03
achtzehn	axttse:	2	5.602241e-03
achtzehn	Qaxttsn	38	1.064426e-01
achtzehn	Qaxttse:	1	2.801120e-03
achtzehn	axtsn	1	2.801120e-03
achtzehn	axtse:n	21	5.882353e-02
achtzehn	xtts@n	1	2.801120e-03
achtzehn	axtts@n	23	6.442577e-02
achtzehn	Qaxtse:n	5	1.400560e-02
achtzehn	axts@n	3	8.403361e-03
achtzehn	axttse:m	1	2.801120e-03
achtzehn	Qaxtts@n	28	7.843137e-02
achtzehn	axttse:n	76	2.128852e-01
achtzehn	haxtsEn	1	2.801120e-03
achtzehn	haxtse:n	2	5.602241e-03
achtzehn	haxttse:n	1	2.801120e-03
achtzehn	Qaxttse:n	102	2.857143e-01
acht-zehn	axttsn	1	3.333333e-01
acht-zehn	axttse:n	1	3.333333e-01
acht-zehn	Qaxttse:n	1	3.333333e-01
achtzehnte	axtsnt@	1	4.000000e-02
achtzehnte	axtse:nt	2	8.000000e-02
achtzehnte	Qaxts@nt@	3	1.200000e-01
achtzehnte	axtse:nt@	11	4.400000e-01
achtzehnte	QaxtsEnt@	1	4.000000e-02
achtzehnte	Qaxtse:nt@	3	1.200000e-01
achtzehnte	axts@nt@	2	8.000000e-02
achtzehnte	axtsEnt@	2	8.000000e-02
achtzehntem	Qaxtse:nt@m	1	1.000000e+00
achtzehnten	Qaxtse:nn	18	5.278592e-02
achtzehnten	axtsEnn	3	8.797654e-03
achtzehnten	axts@nhn	2	5.865103e-03
achtzehnten	Qaxtse:nt	1	2.932551e-03
achtzehnten	xtsnt@n	1	2.932551e-03
achtzehnten	axtse:nn	29	8.504399e-02
achtzehnten	QaxtsEnt@n	5	1.466276e-02
achtzehnten	axtse:nt	1	2.932551e-03
achtzehnten	Qaxts@nn	2	5.865103e-03
achtzehnten	QaxtsEnQn	1	2.932551e-03
achtzehnten	Qaxtse:nQn	13	3.812317e-02
achtzehnten	axtse:nQn	9	2.639296e-02
achtzehnten	Qaxtse:n@n	1	2.932551e-03
achtzehnten	QaxtsEnn	2	5.865103e-03
achtzehnten	axts@t@n	1	2.932551e-03
achtzehnten	Qaxts@ntm	1	2.932551e-03
achtzehnten	Qaxts@ntn	10	2.932551e-02
achtzehnten	QaxtsEnhn	1	2.932551e-03
achtzehnten	Qaxtse:nhn	20	5.865103e-02
achtzehnten	axtse:nhn	24	7.038123e-02
achtzehnten	axts@ntm	2	5.865103e-03
achtzehnten	axts@ntn	6	1.759531e-02
achtzehnten	axtsEnhn	4	1.173021e-02
achtzehnten	axts@nt@n	1	2.932551e-03
achtzehnten	Qaxts@nt@n	5	1.466276e-02
achtzehnten	QaxtsEntm	1	2.932551e-03
achtzehnten	QaxtsEntn	5	1.466276e-02
achtzehnten	Qaxtse:ntm	1	2.932551e-03
achtzehnten	Qaxtse:ntn	61	1.788856e-01
achtzehnten	axtse:ntm	1	2.932551e-03
achtzehnten	axtse:ntn	36	1.055718e-01
achtzehnten	Qaxtse:nt@n	43	1.260997e-01
achtzehnten	Qaxtse:Qn	3	8.797654e-03
achtzehnten	axtsEntn	3	8.797654e-03
achtzehnten	axtsnn	1	2.932551e-03
achtzehnten	axtse:Qn	1	2.932551e-03
achtzehnten	Qaxts@nQn	2	5.865103e-03
achtzehnten	axtse:nt@n	17	4.985337e-02
achtzehnten	axtsnhn	1	2.932551e-03
achtzehnten	axts@nQn	1	2.932551e-03
achtzehnten	Qaxts@nhn	1	2.932551e-03
achtzehnter	axts@nt6	5	8.928571e-02
achtzehnter	axtsEnt6	1	1.785714e-02
achtzehnter	axtsnt6	2	3.571429e-02
achtzehnter	Qaxts@t6	2	3.571429e-02
achtzehnter	Qaxtsnt6	4	7.142857e-02
achtzehnter	Qaxts@nt6	4	7.142857e-02
achtzehnter	axtse:nt6	13	2.321429e-01
achtzehnter	axts@t6	2	3.571429e-02
achtzehnter	QaxtsEnt6	3	5.357143e-02
achtzehnter	Qaxtse:nt6	20	3.571429e-01
achtzig	axtsIC	13	4.814815e-01
achtzig	Qaxts	1	3.703704e-02
achtzig	QaxtsIC	11	4.074074e-01
achtzig	xts	1	3.703704e-02
achtzig	axtsIh	1	3.703704e-02
Achtziger	axtsIg6	1	3.333333e-01
Achtziger	QaxtsIg6	2	6.666667e-01
act	Ekt	1	1.000000e+00
action	QEktSn	1	1.000000e+00
Action	EkS@n	3	2.307692e-01
Action	EkS	3	2.307692e-01
Action	EkSn	3	2.307692e-01
Action	QEkSn	1	7.692308e-02
Action	EkS@N	2	1.538462e-01
Action	EkS@m	1	7.692308e-02
Actionfilm	QEkSnfIlm	1	1.000000e+00
Actionfilme	EkSnflm@	1	1.000000e+00
Action-Kom"odien	EkS@nkom2:dj@m	1	1.000000e+00
ad	at	1	1.000000e+00
Adagio	ada:dZo	2	6.666667e-01
Adagio	Qada:dZo	1	3.333333e-01
Adagio$G-Moll	ada:dZoge:mOl	1	1.000000e+00
Adalbert	Qa:dalbE6t	1	1.000000e+00
Adapter	adapt6	1	1.000000e+00
ade	Qade:	1	5.000000e-01
ade	ade:	1	5.000000e-01
Adelheid	a:dlhaId	1	1.000000e+00
adelig	a:dlIC	1	5.000000e-01
adelig	Qa:dlIC	1	5.000000e-01
Adenauer	Qa:d@naU6	1	1.000000e+00
AdiosArgentina	adjOsargEnti:na	3	1.000000e+00
Adler	a:dl6	1	1.000000e+00
Administration	atminIstratsjo:n	1	1.000000e+00
Ado	adO	1	1.000000e+00
Adobi	ado:bi	1	1.000000e+00
Adolmy	adOlmi	1	1.000000e+00
Adresse	adrEs@	37	7.872340e-01
Adresse	QadrEs@	3	6.382979e-02
Adresse	adrEs	7	1.489362e-01
Adressen	QadrEsn	1	1.428571e-01
Adressen	adrEs@n	2	2.857143e-01
Adressen	QadrEs@n	1	1.428571e-01
Adressen	adrEsn	3	4.285714e-01
advanced	Etva:nt	1	1.000000e+00
Advent	atvEnt	11	5.238095e-01
Advent	atvEn	7	3.333333e-01
Advent	QatvEnt	2	9.523810e-02
Advent	QatvEn	1	4.761905e-02
Advents	atvEnts	1	1.000000e+00
Adventsnach	atvEntsnax	1	1.000000e+00
Adventswochenende	atvEntsvOxnEnd@	1	1.000000e+00
Adventszeit	atvEntstsaIt	1	1.000000e+00
Adventure-Tours	@dvEntS6tUrz	1	2.000000e-01
Adventure-Tours	@dvEnS6tUrz	4	8.000000e-01
Aerobic	QErObIk	1	1.000000e+00
af	Qaf	2	1.000000e+00
Aff"are	afE:r@	1	1.000000e+00
affeetrinken	QafetrINkN	1	1.000000e+00
Afrika	a:frika	1	1.000000e+00
$A-f"unf	a:fYnf	1	1.000000e+00
$A-$G	a:ge:	1	1.000000e+00
age	Qa:g@	1	1.000000e+00
agedeckt	ag@dEkt	1	1.000000e+00
Agenda-setting	agEndasEtIN	1	1.000000e+00
Agent	agEn	1	1.000000e+00
Agentur	agEntu:6	1	1.000000e+00
Agenturmeldungen	QagEntu:6mEldUN@n	1	5.000000e-01
Agenturmeldungen	agEntu:6mEldUN@n	1	5.000000e-01
agieren	Qagi:r@n	1	1.000000e+00
AglioEOlio	a:ljoe:Qo:ljo	1	1.000000e+00
ags	Qa:s	1	1.000000e+00
$A-$G-$T-$R	a:ge:te:QE6	15	3.000000e-01
$A-$G-$T-$R	Qa:ge:te:QE6	35	7.000000e-01
$A-$G-$T-$R-Filiale	a:ge:te:QE6filja:l@	1	1.000000e+00
ah	Qa:	368	6.777164e-01
ah	a:	175	3.222836e-01
<"ah>	E:	3716	5.054407e-01
<"ah>	QE:	3636	4.945593e-01
"ah	QE:	1	1.000000e+00
aha	Qaha	176	6.717557e-01
aha	haha	5	1.908397e-02
aha	aha	81	3.091603e-01
<"ahm>	QE:m	4428	6.243655e-01
<"ahm>	QE:n	87	1.226734e-02
<"ahm>	E:m	2513	3.543429e-01
<"ahm>	E:n	27	3.807107e-03
<"ahm>	E:	17	2.397067e-03
<"ahm>	QE:	20	2.820079e-03
ahne	Qa:n@	1	1.000000e+00
ahnen	Qa:n@n	1	3.333333e-01
ahnen	a:nn	1	3.333333e-01
ahnen	a:n@n	1	3.333333e-01
"ahnlich	E:nlIC	11	4.782609e-01
"ahnlich	QE:nIC	1	4.347826e-02
"ahnlich	QE:nlIC	7	3.043478e-01
"ahnlich	E:nIC	4	1.739130e-01
"ahnliche	E:nlIC@	1	5.000000e-01
"ahnliche	QE:nlIC@	1	5.000000e-01
"Ahnlichem	E:nlIC@m	1	1.000000e+00
"ahnlichen	E:nlICn	1	1.000000e+00
"ahnliches	QE:nIC@s	1	1.666667e-01
"ahnliches	E:nIC@s	1	1.666667e-01
"ahnliches	E:nlIC@s	4	6.666667e-01
"Ahnliches	QE:nlIC@s	1	1.111111e-01
"Ahnliches	QE:nIC@s	1	1.111111e-01
"Ahnliches	E:nIC@s	2	2.222222e-01
"Ahnliches	E:nlIC@s	5	5.555556e-01
Ahnung	Qa:nUN	2	8.333333e-02
Ahnung	a:nU	1	4.166667e-02
Ahnung	a:nUN	21	8.750000e-01
ahrt	a:rt	1	1.000000e+00
ai	QaI	1	1.000000e+00
Aibling	QaIblIN	1	1.000000e+00
Aichach	aICax	1	1.000000e+00
Aigner	aIgn6	7	7.777778e-01
Aigner	QaIgn6	2	2.222222e-01
Aimee	QEme:	1	1.000000e+00
AimeeundJaguar	QEme:QUntja:gua:r	5	1.666667e-01
AimeeundJaguar	Eme:QUntja:gua:r	25	8.333333e-01
$A-$K	Qa:ka:	1	1.000000e+00
Akademie	akademi:	1	1.000000e+00
$A-$K-$D	a:ka:de:	1	3.333333e-01
$A-$K-$D	Qa:ka:de:	2	6.666667e-01
$A-$K-$D-$T	Qa:ka:de:te:	11	4.782609e-01
$A-$K-$D-$T	a:ka:de:te:	12	5.217391e-01
$A-$K-$D-$T-Filiale	Qa:ka:de:te:filja:l@	1	1.000000e+00
Akten	aktn	1	1.000000e+00
Aktenordner	aktnQO6dn6	1	1.000000e+00
Aktion	Qaktsjo:n	1	2.500000e-01
Aktion	aktsjo:n	3	7.500000e-01
Aktion"arsversammlung	aktsjonE:6sfE6samlUN	1	1.000000e+00
Aktionen	aktsjo:nn	1	1.000000e+00
aktiv	Qakti:f	2	1.000000e+00
aktivieren	aktivi:6n	1	1.000000e+00
Aktivit"at	aktIvIte:t	1	1.000000e+00
Aktivit"aten	aktivite:t@n	1	1.428571e-01
Aktivit"aten	aktIvIte:tn	2	2.857143e-01
Aktivit"aten	QaktIvIte:tn	3	4.285714e-01
Aktivit"aten	aktIvItE:tn	1	1.428571e-01
aktualisieren	aktualizi:6n	1	1.000000e+00
aktuell	aktuEl	5	5.555556e-01
aktuell	QaktuEl	4	4.444444e-01
aktuelle	aktuEl@	2	1.000000e+00
aktuellem	aktuEl@m	1	1.000000e+00
aktuellen	aktuEln	1	3.333333e-01
aktuellen	QaktuEln	1	3.333333e-01
aktuellen	aktuEl	1	3.333333e-01
aktuelles	aktuEl@	1	1.000000e+00
Akustik	akUstIk	1	5.000000e-01
Akustik	akUsIk	1	5.000000e-01
akustisch	akUstIS	1	1.000000e+00
akustischen	akUsISn	1	1.000000e+00
akut	Qaku:t	1	1.000000e+00
akzeptabel	aktsEpta:b@l	1	3.333333e-01
akzeptabel	QaktsEpta:b@l	1	3.333333e-01
akzeptabel	haktsEpta:b@l	1	3.333333e-01
Akzeptanz	QaktsEptants	1	1.000000e+00
akzeptieren	aktsEpti:6n	3	6.000000e-01
akzeptieren	QaktsEpti:6n	1	2.000000e-01
akzeptieren	aktsEti:6n	1	2.000000e-01
akzeptiert	QaktsEti:6t	2	6.666667e-01
akzeptiert	aktsEti:6	1	3.333333e-01
al	al	5	5.000000e-01
al	Qal	5	5.000000e-01
Aladdin	aladi:n	52	7.878788e-01
Aladdin	Qaladi:n	2	3.030303e-02
Aladdin	haladi:n	2	3.030303e-02
Aladdin	aladn	10	1.515152e-01
Alarmanlage	alarmQanla:g@	2	1.000000e+00
Alben	a:lb@n	1	1.000000e+00
albern	Qalb6n	1	1.000000e+00
Albinoni	albino:ni	2	1.000000e+00
Album	QalbUm	1	3.333333e-01
Album	albUm	2	6.666667e-01
alder	Qald6	1	1.000000e+00
Alexander	alEksand6	1	1.000000e+00
Algebra-Vorlesung	Qalgebrafo:6le:zUN	1	1.000000e+00
Algorithmen	algorIpm@n	1	1.000000e+00
Algorithmen-Technik	QalgorIpm@ntECnIk	1	1.000000e+00
Algorithmen-Technik-Praktikum	QalgorIpm@ntECnIkpraktIkUm	1	1.000000e+00
Algorithmus	algorIpmUs	3	1.000000e+00
Alitsch-Gletscher	a:li:tSglEtS6	1	1.000000e+00
Alkohol	alkoho:	1	1.000000e+00
all	al	7	7.000000e-01
all	Qal	3	3.000000e-01
Allalouf	Qalalu:f	2	1.000000e+00
alle	Qal@	70	2.631579e-01
alle	hal@	3	1.127820e-02
alle	al@	193	7.255639e-01
Alleen	ale:@n	1	1.000000e+00
allein	QalaIn	3	1.764706e-01
allein	alaIn	14	8.235294e-01
alleine	QalaIn@	2	1.052632e-01
alleine	alaIn	1	5.263158e-02
alleine	alaIn@	16	8.421053e-01
Alleinunterhalter	alaInQUnt6halt6	1	1.000000e+00
allem	al@m	34	7.906977e-01
allem	Qal@m	7	1.627907e-01
allem	al@	2	4.651163e-02
allen	alm	1	2.941176e-02
allen	al@n	3	8.823529e-02
allen	aln	15	4.411765e-01
allen	Qal@n	2	5.882353e-02
allen	al@N	2	5.882353e-02
allen	al	6	1.764706e-01
allen	Qaln	5	1.470588e-01
allenfalls	hal@nfals	1	2.500000e-01
allenfalls	alnfals	1	2.500000e-01
allenfalls	Qalnfals	2	5.000000e-01
aller	Qal6	3	4.285714e-01
aller	al6	4	5.714286e-01
Allerangenehmste	al6ang@ne:mst@	1	1.000000e+00
Allerbeste	al6bEst@	1	1.000000e+00
allerdings	al6dIns	3	6.263048e-03
allerdings	aldINs	19	3.966597e-02
allerdings	Qal6dINs	146	3.048017e-01
allerdings	hal6INs	1	2.087683e-03
allerdings	al6dINs	260	5.427975e-01
allerdings	QaldINs	7	1.461378e-02
allerdings	al6INs	25	5.219207e-02
allerdings	Qal6dIns	1	2.087683e-03
allerdings	Qal6INs	10	2.087683e-02
allerdings	hal6dINs	7	1.461378e-02
Allerd"ummste	Qal6dYmst@	1	1.000000e+00
allererst	al6Qe:6s	1	1.000000e+00
allerersten	Qal6Qe:6stn	1	1.000000e+00
allerfr"uhestens	Qal6fry:@st@ns	1	1.000000e+00
allergelegensten	Qal6g@le:gNst@n	1	1.000000e+00
allergisch	alE6gIS	1	1.000000e+00
allerg"unstigsten	al6gYnstIkstn	1	1.000000e+00
Allerheiligen	Qal6haIlIgN	1	1.428571e-01
Allerheiligen	al6haIlIg@n	4	5.714286e-01
Allerheiligen	al6haIlIN	1	1.428571e-01
Allerheiligen	al6haIlIgN	1	1.428571e-01
allerletzte	al6lEtst@	1	1.000000e+00
Allerliebste	al6li:pst@	1	1.000000e+00
allerliebsten	al6li:pst@n	1	3.333333e-01
allerliebsten	al6li:pstn	2	6.666667e-01
allerneueste	Qal6nOYst@	1	1.000000e+00
allersp"atestens	Qal6Spe:t@stns	1	3.333333e-01
allersp"atestens	al6Spe:t@st@ns	1	3.333333e-01
allersp"atestens	al6SpE:t@stns	1	3.333333e-01
Allerwichtigste	al6vICti:Cst@	1	5.000000e-01
Allerwichtigste	Qal6vICtIst@	1	5.000000e-01
alles	hal@s	11	1.271676e-02
alles	Qal@	5	5.780347e-03
alles	al@s	473	5.468208e-01
alles	al@	20	2.312139e-02
alles	Qal@s	356	4.115607e-01
Allg"au	QalgOY	1	1.000000e+00
allgemein	alg@maIn	1	3.333333e-01
allgemein	Qalg@maIn	2	6.666667e-01
allgemeine	alg@maIn@	2	6.666667e-01
allgemeine	Qalg@maIn@	1	3.333333e-01
allgemeinen	alg@maIn@n	3	6.000000e-01
allgemeinen	Qalg@maInn	1	2.000000e-01
allgemeinen	alg@maI	1	2.000000e-01
AllIReallyWantToDo	OlQaIri:livOnttudu	1	1.000000e+00
Allison	QElIs@n	1	1.000000e+00
Allm"achtiger	almECtIg6	1	1.000000e+00
allm"ahlich	almE:lIC	1	1.000000e+00
"allt	El	1	1.000000e+00
Alltag	alta:k	2	1.000000e+00
Allt"agliches	altE:klIC@s	1	1.000000e+00
Alltags	alta:ks	1	1.000000e+00
